student_id,week,study_hours,sleep_hours,stress_level,attendance_rate,screen_time_hours,caffeine_intake,learning_efficiency,fatigue_index,quiz_score,assignment_score,performance_index
0,1,7.888119881953079,7.318902184689383,5.5580825844002755,0.9510515284806527,3.83824373195297,1,0.42551674572761333,0.5558082584400276,63.27019963407092,109.63826528856148,91.09103902676526
0,2,9.950369682396904,5.987168879665576,5.628494665190548,0.7591975924478789,2.175392597329417,2,0.4407067841049542,0.9004598399638626,79.33345164117252,113.54069025889459,99.85779481180576
0,3,7.849006422577697,7.3756980183456715,3.79872262016239,0.8208306250206723,3.796586775541206,0,0.45381699522325486,0.379872262016239,77.07226236474644,112.92701836260927,98.58511596346413
0,4,8.994472137679873,7.822544912103189,2.5583127000579555,0.8708863595004755,1.0806597522404489,1,0.46813756727113304,0.25583127000579553,74.50014229187315,119.8134621577567,101.68813421140328
0,5,7.990914657134892,5.416705786463113,6.547400833667364,0.796185833833704,2.3066438052773077,1,0.4814081381312561,1.1825048212123654,57.751539848393,117.71696745686883,93.73079641347849
0,6,9.887748459593357,6.160782476777362,4.381575248297571,0.8831263431403564,6.951090254244718,1,0.4965449267468568,0.7178966992373031,63.48767276039861,114.42017063668946,94.04717148617313
0,7,9.834795419230428,7.296561384328971,2.924340246969036,0.8424196254971814,6.945927067511575,3,0.5116362912909043,0.2924340246969036,76.6234240765682,116.34289286202747,100.45510534784376
0,8,8.939135912525254,7.087047068238172,4.401985299068265,0.8591760776535502,1.0248621707982144,2,0.5259027183348306,0.4401985299068265,66.45887835274029,123.4166890364399,100.63356476296005
0,9,8.191506397106812,6.498242956415464,6.830804235404148,0.8828751109659684,3.9404795924659224,4,0.5393948647218024,0.850332771401927,68.83883188444763,120.17422736254039,99.64006917130328
0,10,8.63217427586724,7.296120277064576,5.522110544359778,0.850511345664246,4.530825733249706,1,0.5533530979562958,0.5522110544359778,67.88406235480511,115.85312184265406,96.66549804751448
0,11,9.214938830094756,4.9776850668042645,3.1138863830654753,0.9903958738659293,4.9628983909767195,1,0.5678851652446972,0.9854936160384593,58.928639511777284,129.13261997582154,101.05102779020385
0,12,8.567390719451987,6.807639035218878,5.603094684667225,0.8465288230294756,2.662643924760936,3,0.5817766401027117,0.62442979006043,73.446340295964,115.78920811036264,98.85206098460318
0,13,10.0,8.392325753491903,3.2387183629404612,0.8576894948584571,4.013135035593347,1,0.597008523221827,0.32387183629404614,78.96500881579394,129.9196075404454,109.53776805058482
0,14,9.87358941563538,5.449336568933868,5.137125949612055,0.7437696286273895,5.9471848612703635,3,0.6121332015485844,1.030600405316583,64.8919784502109,113.3192001753296,93.94831148528212
0,15,8.643254974231805,7.556121798533965,7.087721221837316,0.9026448161334696,7.7277730488342105,1,0.6261027930030945,0.7087721221837315,82.5125749252864,117.61105155466655,103.57166090291449
0,16,10.0,7.521941565616897,5.5939693464663724,0.8750492850345877,5.692896418993952,1,0.6413346761222097,0.5593969346466372,74.81688041176452,119.96456691499866,101.905492313705
1,1,10.0,7.4738329209117875,2.617393005594703,0.915655360863383,3.050636659545357,3,0.36347429854436486,0.26173930055947026,74.11099458512379,123.13647991538456,103.52628578328024
1,2,10.0,5.630128943283704,3.4564385010134826,0.9378673548190896,4.520810983612381,4,0.37870618166348013,0.802267535673447,69.28432008670705,116.45390804865097,97.5860728638734
1,3,9.041980064470023,6.862728182902184,4.751735222236681,0.9240340817947739,4.095075535310661,2,0.3930728979096724,0.5209307945896068,71.14223067269967,121.33933607607925,101.26049391472742
1,4,7.7542612212880115,7.630074938601007,8.525874944606457,0.8730953722945133,3.3821262172192776,2,0.40607436944170483,0.8525874944606457,64.72111606682238,120.3415042055546,98.09334895006171
1,5,8.040991903573222,8.382004604171943,6.810243919913118,0.7896095627515471,5.6088982397417055,4,0.419400813642157,0.6810243919913118,66.28734644717302,117.63160292361276,97.09390033303686
1,6,9.651391251305798,5.847434628339985,1.998463213585652,0.8665022798109339,3.288142164341264,0,0.4343320222330987,0.5840347785785701,80.06474192635966,108.51211138152476,97.13316359945873
1,7,8.585468194610108,7.080198712540815,3.213759452741554,0.8165182752605266,8.120760282265758,1,0.44824218622500084,0.3213759452741554,69.91479345457734,127.14233095821893,104.2513159567623
1,8,10.0,4.974857413342393,5.3729086295388555,0.7838213535231612,6.704866669592448,1,0.4634740693441161,1.2123383918397543,67.09571064706657,117.94490891584317,97.60522960833254
1,9,8.665752908849633,6.682153093489417,5.635534064874237,0.6887772692825476,6.890763380175135,3,0.4774666681726396,0.6695023753242848,73.52397800099733,101.62914403058936,90.38707761875256
1,10,10.0,8.266911149186623,3.5846610687624385,0.8943819428146228,6.5492681068586736,1,0.4926985512917549,0.35846610687624386,55.779905470479775,115.8584421444998,91.82702747489179
1,11,7.005038428442351,5.699807158406561,8.086135303718168,0.9823263807151237,4.743175706920583,4,0.5047923010664799,1.2420111442362964,58.33899065383002,127.55468884743678,99.86840956999407
1,12,8.399783122841205,7.647162696787044,5.252189655648058,0.6602623017511342,7.561081523354927,4,0.5185082525627606,0.5252189655648059,70.17304734967374,104.4649468200341,90.74818703188996
1,13,9.884990467186665,6.535470251355032,3.755525670187442,0.814451135908364,6.904022187693389,4,0.5336426842904186,0.5303958165670668,78.51992409136369,120.94460328737863,103.97473160897265
1,14,9.610370265433465,5.212328388068218,2.558859791436291,0.7830797271818787,7.323874635493549,5,0.548537465853461,0.8517765164542231,68.63282512895175,120.35289069711965,99.66486446985249
1,15,9.681952971294963,6.689733243406544,5.648332704976884,0.8369856945632315,5.193991929985437,2,0.5634956689087554,0.668255522695507,73.42258378073807,125.33114800540564,104.56772231553862
1,16,7.803339530786478,7.624119817052155,6.25669101852856,0.8487753227153085,3.2054912570283367,0,0.5765536357998037,0.625669101852856,57.780640454201546,129.1925178407472,100.62776688612894
2,1,9.613841341475425,8.357880788099989,4.13339318619488,0.8703822727527467,6.118218405229055,0,0.42017237631208443,0.41333931861948797,73.88020294665131,110.48682406548029,95.84417561794871
2,2,7.592536225623444,6.335772556695577,7.720222732496342,0.6462924065027861,8.140064561085344,1,0.43298511869857664,0.9934314210177752,60.58943413388296,104.57935821268009,86.98338858116124
2,3,9.322718560338089,6.172769056447677,6.038693028482345,1.0,4.782479703086285,2,0.44761814574574965,0.8796129506990087,67.90809576032476,126.53871696623813,103.08646848387278
2,4,9.983504306358466,7.097676098548832,3.4539804322890673,0.8524510174258942,5.9959965824909,3,0.46283615591267196,0.3453980432289067,75.83039841556328,118.63467497206221,101.51296434946264
2,5,8.88906806437049,7.976309126481103,2.0943010818552783,0.9284006410914168,4.684552083491793,2,0.47705322316803567,0.20943010818552782,64.42393591684257,124.3391489235717,100.37306372088005
2,6,10.0,7.571347510326788,6.941047640026421,0.9241963016529465,7.953317250859258,3,0.49228510628715094,0.6941047640026421,68.92480843476235,121.3477998114195,100.37860326075665
2,7,7.286865470909122,8.353872374165412,4.770920309494764,0.9737816311973462,1.8111446824112658,0,0.5047303289891822,0.47709203094947644,64.21129342378265,127.34210264156881,102.08977895445435
2,8,9.302348290331643,7.005243699718183,5.093961187529484,0.8049934528520756,6.2456998646949975,1,0.5193443962342715,0.5093961187529483,70.8667195687188,118.85541124727506,99.65993457585256
2,9,10.0,8.541370996918182,3.344213842168574,0.8196135564569073,5.484667372166225,4,0.5345762793533868,0.3344213842168574,83.25314911898406,116.29639962885373,103.07909942490586
2,10,9.971570950954355,8.48904517388448,6.755650336960227,0.8066349673228153,4.315382722751202,0,0.54978423178137,0.6755650336960227,75.84064322673869,108.34900640178759,95.34566113176803
2,11,9.886063560246154,6.862922178958147,5.400268838346845,0.6329134171869589,4.026571007914502,3,0.5649195806553491,0.5857194908486354,78.11395923100781,107.02420325442658,95.46010564505907
2,12,9.796405429696327,7.384065448939308,4.934610503811814,0.6432557899960123,4.821759920974423,2,0.5799777857906038,0.4934610503811814,66.84021593307155,110.5331584191423,93.05598142471399
2,13,8.937320902726828,7.955142320501238,3.0285479073289125,0.9004046515517844,3.9394847632551184,1,0.5942424296373423,0.30285479073289123,68.90362745966225,123.34518803426784,101.5685638044256
2,14,7.964757677580626,7.057474003024296,0.4343950199184041,0.8398050487520143,5.084268163483858,2,0.6074836679694443,0.043439501991840414,73.18765361137093,119.47054662669085,100.95738942056288
2,15,8.263587827742354,7.579504401549854,3.9054403273249574,0.7271945980876375,9.748283486801192,2,0.6210539879293727,0.3905440327324957,70.13848791525506,117.04081039877138,98.27988140536485
2,16,9.311250154543536,6.027731452275928,5.158964903635077,1.0,1.0,1,0.6356763476082886,0.8399860062715316,69.02598852100677,130.65295430333953,106.00216799040642
3,1,8.226775029547177,6.649210754827131,5.436445465062192,0.941056412237108,7.11066199309283,1,0.3769648932011991,0.6605742948971757,67.86303735584396,132.7591540817184,106.80070739136863
3,2,10.0,5.962753845673544,4.619322643832784,0.7624381746615243,2.234400538071328,2,0.39219677632031436,0.8076809824920972,66.52094232455056,111.18803728038509,93.32119929805127
3,3,8.349357430878174,6.512874616235304,3.8152121515222617,0.7636009230320184,5.097043255889654,2,0.4058591237672779,0.5438963430737915,62.135297295017295,112.91379982101876,92.60239881061817
3,4,8.915091167504167,6.423228669431667,6.510782451651512,0.9000917187624381,3.044889510402898,3,0.42010189003252124,0.8433353553545954,61.71487291434069,122.36104371952511,98.10257539745135
3,5,9.27975734978671,4.259045155540298,4.082761446114002,0.8193283600678183,1.9514189336600158,1,0.4346948644583643,1.3219277594313008,66.02679281129011,128.94596033297347,103.77829332430012
3,6,7.388994390044779,6.139586634716047,4.230888911540349,0.950629280921444,3.8462162609537023,2,0.44726445981862833,0.7098933462486858,60.73293859919408,135.38860874276443,105.5263406853363
3,7,9.57707212718054,6.796954613957007,5.742291746742618,0.7896014813284179,5.1731795749458,2,0.4621295081934626,0.641910970021926,67.69452441750427,110.95674632092037,93.65185755955393
3,8,9.588328518460642,7.394452142378297,4.158031038359474,0.8789774856896413,9.150801597290878,2,0.4770046243186334,0.41580310383594743,69.34554742800348,126.16902691515581,103.43963512029488
3,9,7.129208078974145,6.648486515958691,5.036836758379104,1.0,5.653854747528325,3,0.48925472689195726,0.6208548371850134,64.41656531477592,119.83843694339973,97.6696882919502
3,10,10.0,7.509378116336106,7.494654110463449,0.946592200795959,5.1641097423055955,1,0.5044866100110725,0.7494654110463449,63.63705672538334,120.32269010172988,97.64843675119126
3,11,9.071566237219393,6.522342553234884,5.957959651492784,0.8833662105286948,7.075079888515798,0,0.5188819044772519,0.7550151140709838,65.39478453853252,127.40889506290095,102.60325085315358
3,12,8.55536244175436,7.756988616645351,3.1556693516447494,0.936960592010566,7.711275717609902,2,0.5327609180436574,0.3155669351644749,65.67179952795364,121.97208659686832,99.45197176930245
3,13,7.221279751095722,8.496044311489182,6.308731312708115,0.8444415329089545,5.5599372526396404,2,0.5451254318300502,0.6308731312708116,61.0599979765862,128.20544586296893,101.34726670841584
3,14,9.590274619061788,6.209525544554688,5.942936714271991,1.0,7.690840092309955,4,0.5600022868452649,0.8577851565756365,81.41663192158033,131.6198205066706,111.53854507263449
3,15,8.841992101421011,6.57311893005258,2.975791249479665,0.684514332813423,6.646341167923829,1,0.5741726222814586,0.4398728149304399,71.59404791425918,108.74625202939121,93.8853703833384
3,16,10.0,5.874580992253112,4.70192666654094,0.8493346545368763,2.3617099095961103,3,0.5894045054005739,0.8453323359030568,64.93947056806006,123.27853845046754,99.94291129750455
4,1,8.200889429174735,6.835464341950304,5.001398235114349,0.8658255980953368,3.6448675745325856,3,0.3581011839627775,0.5549850428613338,65.76991029748936,128.75169968324133,103.55898392894053
4,2,7.892895545399979,6.745022782579145,8.007985977165378,0.5849030191606988,7.1830137038449235,2,0.37126131160417253,0.8857910035234894,63.62745284283785,98.10160759788441,84.31194569586579
4,3,7.5924883052821786,6.222183312409125,2.7788483090683425,1.0,6.871356786294922,0,0.3840739974843505,0.5371570601037927,71.13073140175074,121.07949941981111,101.09999221258697
4,4,8.271684850052115,6.475479733720226,5.978749122455836,0.7277872191108055,6.425996860344776,0,0.39765305121031147,0.7727150010055084,68.24818783185836,103.90649055406661,89.6431694651833
4,5,8.63903383418092,8.159329803364248,2.8378733448002054,0.9115935606944263,6.186202515936768,0,0.4116183178764084,0.2837873344800205,67.37288623638942,111.63717572823379,93.93145993149604
4,6,10.0,6.47727697948096,7.098018451673779,0.7795656309457241,2.1830774072728807,2,0.4268502009955237,0.8840428520070578,72.69813488650195,101.59580444642725,90.03673662245713
4,7,9.211017467202618,6.903286888129608,3.9101618263821005,0.8899136114352071,4.9247305951503035,3,0.44137856508947465,0.42325388659500746,74.77457581991595,120.96828965780959,102.49080412265212
4,8,7.289831607343374,6.3771454968987165,4.163713931981456,0.7211552620242675,5.201634844508105,1,0.45382742236445855,0.6239895608985735,56.87141444123401,112.37431955711502,90.1731575107626
4,9,10.0,7.472597482413043,5.5120594686277515,0.9482690983945514,8.330948888925153,2,0.46905930548357383,0.5512059468627751,75.04338885985993,125.54069830984629,105.34177452985175
4,10,6.630278590515553,7.517659020469123,3.548512373693069,0.8686766764477079,3.489234135293355,1,0.48066680371803816,0.3548512373693069,62.10377783062511,112.37884765173177,92.26881972328911
4,11,9.573966959201675,5.2464262820913135,9.162629313530283,0.8195446361512743,5.190641613895438,1,0.49552907185495854,1.5007875039892573,63.16041582673244,119.59873928710721,97.0234099029573
4,12,7.480820017013823,9.0,4.8078802005507,0.9649273326285676,3.593647149748225,0,0.508209138006671,0.48078802005507004,68.43833571885389,123.92660704600026,101.73129851514172
4,13,8.373032942212232,8.812448557996928,6.415503870910951,0.7937533224105732,6.264815478111042,2,0.5218966993267243,0.641550387091095,72.72785255125773,109.07587738211546,94.53666744977237
4,14,8.773754780991323,7.380197851005963,6.221171490567646,0.905979044793104,7.161561451109243,3,0.5359987407249034,0.6221171490567646,71.05176088919387,123.79714964152438,102.69899414059219
